author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price,district,street,house_number,underground,residential_complex,house_material_type,year_construction
SPB Housing,real_estate_agent,https://spb.cian.ru/sale/flat/304205144/,Пересвет,sale,flat,8,13,2,57.9,16212000,Василеостровский,набережная Реки Смоленки,35к1,Приморская,Айно,,
ЭНКО,developer,https://tyumen.cian.ru/sale/flat/297298593/,Пересвет,sale,flat,2,17,2,52.68,6460000,д. Патрушева, Петра Ершова,12,,ЖР ,,
Romanov Estate,real_estate_agent,https://www.cian.ru/sale/flat/302630222/,Пересвет,sale,flat,25,45,1,64.0,40999999,Дорогомилово,Кутузовский проезд,16А/1,Шелепиха,River Park Кутузовский,,
CENTURY 21 Столичная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/307430903/,Пересвет,sale,flat,4,15,1,53.36,13950000,, Татьянин Парк,16к1,Говорово,,,
Эталон,developer,https://ekb.cian.ru/sale/flat/308414252/,Пересвет,sale,flat,11,16,2,47.1,6579206,Чкаловский,,,Ботаническая,Жилой район Солнечный,,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/303137027/,Пересвет,sale,flat,2,5,2,106.0,155000000,Тверской,Никольская ,10,Площадь Революции,St. Nickolas,,
Барокко,real_estate_agent,https://spb.cian.ru/sale/flat/307310259/,Пересвет,sale,flat,11,15,1,36.3,8200000,Приморский,Комендантский проспект,23к1,Комендантский проспект,,,
DOGMA,developer,https://krasnodar.cian.ru/sale/flat/305421053/,Пересвет,sale,flat,2,18,1,38.3,5162840,,,,,Парк Победы - 2,,
ESSE REAL ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/308363866/,Пересвет,sale,flat,3,9,2,37.0,13199000,Бабушкинский,Староватутинский проезд,3,Бабушкинская,,,
Андрей Вдовин,realtor,https://www.cian.ru/sale/flat/278701200/,Пересвет,sale,flat,2,15,1,31.9,11758286,Хорошевский,Ходынский бульвар,2,ЦСКА,Лайнер,,
R1 Development,developer,https://ekb.cian.ru/sale/flat/303900194/,Пересвет,sale,flat,2,8,2,63.63,10923108,Орджоникидзевский, Уральских Рабочих,26,Проспект Космонавтов,Банников Дом,,
hoomie,real_estate_agent,https://www.cian.ru/sale/flat/305679592/,Пересвет,sale,flat,7,20,1,43.09,20252300,Даниловский,Автозаводская ,26,Тульская,FORST,,
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/306378692/,Пересвет,sale,flat,10,24,2,43.0,21000000,Готовая кв-ра в Даниловском е2-комн. квартира,43 м²,,,,,
Первостроитель,developer,https://ekb.cian.ru/sale/flat/297995554/,Пересвет,sale,flat,14,25,2,70.6,11733000,Кировский, Комсомольская,67,Геологическая,Жилой квартал Комсомольская 67,,
ID 112591621,homeowner,https://www.cian.ru/sale/flat/308498116/,Пересвет,sale,flat,13,47,2,51.0,32950000,Дорогомилово,Кутузовский проезд,16А/1,Фили,River Park Кутузовский,,
Главстрой,developer,https://www.cian.ru/sale/flat/306076580/,Пересвет,sale,flat,4,22,2,67.1,28625560,Филевский парк,Береговой проезд,2,Фили,Береговой-2,,
Ак Барс Дом,developer,https://kazan.cian.ru/sale/flat/300752652/,Пересвет,sale,flat,16,19,2,50.3,9235080,Советский,,3,Горки,Светлая Долина ЖК,,
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/303761033/,Пересвет,sale,flat,31,65,2,51.1,50000000,Пресненский,Краснопресненская набережная,14Ак2,Москва-Сити,Capital Towers,,
HOUSE MALL - Городская недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/300199357/,Пересвет,sale,flat,14,58,2,60.2,21000000,Ростокино,проспект Мира,188Бк1,Ростокино,Триколор,,
TEN девелопмент,developer,https://ekb.cian.ru/sale/flat/298221157/,Пересвет,sale,flat,3,9,1,55.0,18788500,Центр, Михаила Ананьева,,Динамо,Клубный дом инженера Ятеса,,
Павел Михайлов,realtor,https://www.cian.ru/sale/flat/308082096/,Пересвет,sale,flat,12,16,1,44.0,26296000,Раменки,проспект Генерала Дорохова,39к2Л,Минская,Собрание клубных домов West Garden,,
Мой мир,real_estate_agent,https://omsk.cian.ru/sale/flat/308259528/,Пересвет,sale,flat,8,10,1,39.5,5300000,мкр. Континентальный,бульвар Архитекторов,4,,,,
Средастрой Новороссийск,developer,https://novorossiysk.cian.ru/sale/flat/307130635/,Пересвет,sale,flat,6,17,1,42.93,8800650,,,,,Золотой берег 2,,
Villagio Realty,real_estate_agent,https://www.cian.ru/sale/flat/308759283/,Пересвет,sale,flat,8,11,2,73.4,70000000,Тверской,Лесная ,4с1,Белорусская,,,
РИСАН,developer,https://penza.cian.ru/sale/flat/291733470/,Пересвет,sale,flat,2,16,2,56.9,5462400,Октябрьский,,,,Лэйк Таун ЖК,,
TEN девелопмент,developer,https://ekb.cian.ru/sale/flat/304437850/,Пересвет,sale,flat,5,8,2,44.6,7763000,Верх-Исетский,,,Площадь 1905 года,Русь-2 ЖК,,
Владислав Карпов,realtor,https://www.cian.ru/sale/flat/308833375/,Пересвет,sale,flat,15,28,1,40.0,30500000,Раменки,Винницкая ,8к3,Раменки,Настоящее,,
BERI,real_estate_agent,https://www.cian.ru/sale/flat/308009678/,Пересвет,sale,flat,12,17,2,57.8,27927000,Раменки,Мичуринский проспект,21К1,Раменки,,,
Таврида Девелопмент,developer,https://krym.cian.ru/sale/flat/299892583/,Пересвет,sale,flat,2,9,2,49.07,21968639,Массандра пгт, Мухина,17А,,Клубный дом Массандра Парк,,
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/307505747/,Пересвет,sale,flat,10,12,1,55.0,32500000,Тверской,2-я Брестская ,6,Маяковская,Резиденция Тверская,,
ID 18111054,unknown,https://kotelniki.cian.ru/sale/flat/300511360/,Пересвет,sale,flat,21,33,2,52.4,11550000,, Сосновая,5к1,Котельники,,,
Ак Барс Дом,developer,https://kazan.cian.ru/sale/flat/301019681/,Пересвет,sale,flat,5,22,2,48.02,10756480,Советский,ПК1-1,ПК1-1,Горки,Мой Ритм ЖК,,
Marry Lane Group,real_estate_agent,https://www.cian.ru/sale/flat/307494611/,Пересвет,sale,flat,2,44,1,48.1,25000000,Пресненский,Ходынская ,2,Улица 1905 года,Пресня Сити,,
ТСН Владис,real_estate_agent,https://korolev.cian.ru/sale/flat/306789052/,Пересвет,sale,flat,4,4,2,57.7,12100000,,Бурковский проезд,36к5,Ботанический сад,Театральный парк,,
ПАРК АВЕНЮ,developer,https://krasnodar.cian.ru/sale/flat/307199106/,Пересвет,sale,flat,3,6,1,33.4,4575800,Горячий Ключ, Ярославского,100В,,Ярославский,,
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/303582856/,Пересвет,sale,flat,4,21,2,56.2,55076000,Пресненский,2-я Звенигородская ,16,Улица 1905 года,Lucky,,
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/306945307/,Пересвет,sale,flat,21,24,1,40.8,30000000,Хорошевский,Хорошевское шоссе,25Ак3,Полежаевская,Династия,,
ЭНКО,developer,https://tyumen.cian.ru/sale/flat/306667447/,Пересвет,sale,flat,3,17,1,36.4,5470000,д. Патрушева, Лермонтова,8,,ЖР ,,
Romanov Estate,real_estate_agent,https://www.cian.ru/sale/flat/306373900/,Пересвет,sale,flat,13,30,1,93.8,28999999,Щукино,проезд 4-й Красногорский,,Стрешнево,Moments,,
ТСН Владис,real_estate_agent,https://korolev.cian.ru/sale/flat/305185855/,Пересвет,sale,flat,3,4,2,50.1,9200000,,Бурковский проезд,44к3,Медведково,Театральный парк,,
AVA,developer,https://krasnodar.cian.ru/sale/flat/307190072/,Пересвет,sale,flat,4,12,2,55.2,8103360,мкр. 9-й километр, Ярославская,115лит7,,Небо,,
ZAPAD REALTY - офис Маршала Жукова,real_estate_agent,https://www.cian.ru/sale/flat/305658950/,Пересвет,sale,flat,2,9,2,74.0,30000000,Очаково-Матвеевское,Аминьевское шоссе,4Дк2,Аминьевская,Вестердам,,
Барокко,real_estate_agent,https://spb.cian.ru/sale/flat/301470605/,Пересвет,sale,flat,5,13,1,36.62,9200000,Василеостровский,бульвар Головнина,4,Приморская,Аквилон ZALIVE,,
Эталон,developer,https://ekb.cian.ru/sale/flat/308413983/,Пересвет,sale,flat,3,16,1,35.8,5634818,Чкаловский,,,Ботаническая,Жилой район Солнечный,,
House Estate,real_estate_agent,https://spb.cian.ru/sale/flat/307668200/,Пересвет,sale,flat,1,8,2,48.3,8650000,Кировский, Лени Голикова,74,Проспект Ветеранов,,,
Агентство недвижимости Романа Чиковани,real_estate_agent,https://spb.cian.ru/sale/flat/304650198/,Пересвет,sale,flat,4,12,2,45.0,7700000,,проспект Строителей,5к1,Улица Дыбенко,ID Kudrovo,,
R1 Development,developer,https://ekb.cian.ru/sale/flat/303900221/,Пересвет,sale,flat,2,8,1,42.64,7763465,Орджоникидзевский, Уральских Рабочих,26,Проспект Космонавтов,Банников Дом,,
ID 109135729,realtor,https://www.cian.ru/sale/flat/307434429/,Пересвет,sale,flat,3,21,2,59.2,61000000,Пресненский, Костикова,4к1,Улица 1905 года,Lucky,,
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/304952945/,Пересвет,sale,flat,11,20,1,44.0,22490000,Левобережный,,В3,Беломорская,Акватория ЖК,,
Ак Барс Дом,developer,https://kazan.cian.ru/sale/flat/307111842/,Пересвет,sale,flat,4,19,1,31.8,8840400,Советский,,3,Горки,Светлая Долина ЖК,,
Солнечный Берег,real_estate_agent,https://sochi.cian.ru/sale/flat/301248328/,Пересвет,sale,flat,9,19,2,130.0,75000000,Центральный, Нагорная,11,,,,
ID 49930636,homeowner,https://krasnogorsk.cian.ru/sale/flat/307820982/,Пересвет,sale,flat,4,26,2,59.9,14700000,,бульвар Ильинский,2А,Пенягино,Павшинская пойма мкрн. 4,,
AVA,developer,https://krasnodar.cian.ru/sale/flat/302609107/,Пересвет,sale,flat,3,22,2,69.09,14529627,мкр. Аврора, Имени Дзержинского,95,,AVrorA,,
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/299655879/,Пересвет,sale,flat,14,24,2,46.0,31000000,Очаково-Матвеевское,Нежинская ,5к2,Матвеевская,Городские резиденции SPIRES,,
Мой мир,real_estate_agent,https://omsk.cian.ru/sale/flat/305486117/,Пересвет,sale,flat,10,10,2,54.1,5700000,мкр. 11-й, Дмитриева,3/4,,,,
НВМ,representative_developer,https://krasnodar.cian.ru/sale/flat/308001548/,Пересвет,sale,flat,6,7,2,66.4,7968000,,,,,История 2,,
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/296106356/,Пересвет,sale,flat,6,7,2,96.0,260000000,Хамовники, Льва Толстого,23к1,Парк Культуры,Литератор,,
Влас Жерихов,realtor,https://spb.cian.ru/sale/flat/304794142/,Пересвет,sale,flat,1,26,1,38.3,5800000,Невский,проспект Советский,34к3,Рыбацкое,Невские паруса,,
TEN девелопмент,developer,https://ekb.cian.ru/sale/flat/304437884/,Пересвет,sale,flat,18,19,1,30.8,5380200,Верх-Исетский,,,Площадь 1905 года,Русь-2 ЖК,,
ZAPAD REALTY - офис Маршала Жукова,real_estate_agent,https://www.cian.ru/sale/flat/308064930/,Пересвет,sale,flat,5,24,2,75.0,48000000,Хорошево-Мневники,Шелепихинская набережная,34к3,Шелепиха,Сердце Столицы,,
HOUSE MALL - Городская недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/293704749/,Пересвет,sale,flat,4,38,2,65.0,23000000,Ростокино,проспект Мира,188Бк4,Ростокино,Триколор,,
Таврида Девелопмент,developer,https://krym.cian.ru/sale/flat/299893563/,Пересвет,sale,flat,3,9,1,39.02,17986269,Массандра пгт, Мухина,17А,,Клубный дом Массандра Парк,,
Недвижимость у моря,real_estate_agent,https://sochi.cian.ru/sale/flat/308901482/,Пересвет,sale,flat,4,5,2,57.0,15200000,Адлерский, Ленина,172Б,,,,
VESPER,developer,https://www.cian.ru/sale/flat/286258299/,Пересвет,sale,flat,5,9,2,104.2,150958800,Тверской,1-я Тверская-Ямская ,2,Маяковская,Vesper Tverskaya,,
